hbidkhehhfk	KELTAKUKKIA
hibhfa	nähnyt
hcch	niin
lc	ei
lc	ei
eimehhh	koskaan
bhibkb	unohdu
affhllmlh	tyyneesen
mhfgllh	salmeen
ebchmabcha	kuvastuvat
eiccba	koivut
abiffh	tuolla
hclglh	niemen
ehchhfimmh	kainalossa
la	et
eimehhh	koskaan
bhibkb	unohdu
mchi	sinä
kfchl	Aline
kfchl	Aline
kemlfc	Akseli
lc	ei
aclhhfa	tiennyt
gcai	mitä
albki	tehdä
dbi	Tuo
ehceec	kaikki
abhabc	tuntui
bihlmai	hänestä
aiffi	tällä
blaelffi	hetkellä
hcch	niin
chlghfah	varmalta
eih	Hän
jblcmac	puristi
chfelcklh	valkeiden
eimchlcklh	käsineiden
jlcaaigci	peittämiä
eimci	käsiä
eccbeicmlmac	kiihkoisesti
dh	ja
jcglimmi	pimeässä
bhjbcfc	hapuili
bihlh	hänen
ehamllhmh	katseensa
cclllffiih	vierellään
cmabchh	istuvan
iihlaajgih	äänettömän
lalfih	etelän
afaaillh	tyttären
ehamlaah	katsetta
eih	Hän
ahjhmc	tapasi
mlh	sen
kfchl	Aline
aicmac	toisti
bih	hän
cclfi	vielä
elllhh	kerran
kfchlh	Alinea
jbcmahaac	puistatti
kemlfc	Akseli
abhmc	tunsi
mlh	sen
hcchh	aivan
iibkl	Lähde
jicm	pois
aiifai	täältä
aclkih	tiedän
efffiemc	kylläksi
fibkl	lähde
jicm	pois
bfeih	ulkoa
cica	voit
ccfbmabh	vilustua
bhei	Enkä
jlfelch	Melkein
jheicaahlh	pakoittaen
ecllmc	kiersi
kemlfc	Akseli
icelhh	oikean
eialhmi	kätensä
kfchlh	Alinen
cfjaillcffl	vyötäreille
dh	ja
clc	vei
bihla	hänet
hich	näin
jicm	pois
jcaech	pitkin
jifebh	polkua
bbccfhhh	huvilaan
jich	päin
ccchi	Siinä
gcmmi	missä
mflllhca	syreenit
bcfdhh	hiljaa
mbbalfccha	suutelivat
ffc	yli
aclh	tien
aicmlffh	toisella
jbiflffh	puolella
iflcch	olevia
jcbfhdicah	pihlajoita
bl	he
jfmibafccia	pysähtyivät
blaelh	hetken
dh	ja
mbbalfccha	suutelivat
blech	hekin
aicmchhh	toisiaan
himceiklmmi	Käsikädessä
ceiihebch	ikäänkuin
lc	ei
blckih	heidän
lhiih	enään
eimehhh	koskaan
ahlccamcmc	tarvitsisi
lliah	erota
abfccha	tulivat
bl	he
lhjbcffl	rapuille
hmac	asti
ccmiffi	Sisällä
ifc	oli
ahhmmc	tanssi
ebbgcgghmmh	kuumimmassa
ebfbmmh	kulussa
giebhlh	Jokunen
ifc	oli
di	jo
lbachfa	ehtinyt
aibali	tähteä
ehcchah	kaivata
ff	II
clblhhchhh	Seuraavana
jiccihi	päivänä
hbijcimmh	Kuopiossa
ifc	oli
gihla	monet
ehbcceleellca	kahvikekkerit
dh	ja
diehcmlmmh	jokaisessa
mhgh	sama
dbaab	juttu
elmebmalfbhhcbllhh	keskustelunaiheena
kmch	Asia
ifc	oli
hfehhba	alkanut
mccai	siitä
laai	että
eiacmlh	Hätisen
ghahgc	matami
chlbhch	varhain
hhgbffh	aamulla
ifc	oli
hceh	aika
effaci	kyytiä
ebfelhba	kulkenut
ehbjbhach	kaupungin
fiieilcch	lääkäriin
dh	ja
aclffi	tiellä
mchhl	sinne
ahchhhba	tavannut
bfcih	hyvän
abaahchhmh	tuttavansa
dccbimehh	Tiihoskan
diffl	Tälle
ellaic	kertoi
bih	hän
ebcheh	kuinka
ehbjbhacmmh	kaupungissa
eiei	koko
elmih	kesän
ccllhcffba	vieraillut
bfeifhchlh	ulkolainen
hlcac	neiti
lcflh	eilen
ahhmmcdhcmcmmh	tanssijaisissa
ifc	oli
ccfbmabhba	vilustunut
dh	ja
hfa	nyt
ahlccamc	tarvitsi
fiieilci	lääkäriä
jbaah	Mutta
lcbih	eihän
lcfcmcfahhh	eilisiltana
iffba	ollut
effgi	kylmä
ifc	oli
dccbimeh	Tiihoska
bbighbaahhba	huomauttanut
kcch	Niin
gbaah	mutta
bihbih	hänhän
ih	on
hcch	niin
bclhi	hieno
dh	ja
blhai	hento
dh	ja
aiaabghaih	tottumaton
effgiih	kylmään
mcaijhcaml	sitäpaitse
ebbfbc	kuului
eiclffllh	kävelleen
blaecmlh	hetkisen
ahhmmch	tanssin
fighffh	lomalla
bfeihh	ulkona
lliih	erään
blllhh	herran
ehhmmh	kanssa
cccflfaalflgimmi	viileyttelemässä
kh	Aa
efffi	kyllä
fggillih	ymmärrän
hbeh	Kuka
blllh	herra
ml	se
iih	oon
iffba	ollut
dccbimehffh	Tiihoskalla
hfeic	alkoi
di	jo
iffh	olla
eccll	kiire
eihlh	Hänen
jcac	piti
glhhi	mennä
ehbjjchm	kauppias
dbfghhhcch	Gulmanniin
jlmbdlh	pesujen
aleiih	tekoon
chhh	vaan
mcai	sitä
lhhlh	ennen
ifcmc	olisi
bih	hän
ahbaihba	tahtonut
aifklhaii	täydentää
aclaidhhh	tietojaan
bbacmlmah	uutisesta
chhh	vaan
eiacmlh	Hätisen
ghahgc	matami
lc	ei
mhhihba	sanonut
aclaicihmi	tietävänsä
fcfhbaacbhh	Vilauttihan
chhh	vaan
bfcimalfflmmiih	hyvästellessään
chmlhah	vasenta
mcfgiihmi	silmäänsä
gllecamlcimac	merkitsevästi
ml	se
ifc	oli
hfa	nyt
bihlh	hänen
ahjhhmh	tapansa
dh	ja
dbiembdhfhmmh	juoksujalassa
fiemc	läksi
fiieilcch	lääkäriin
dbfghhhch	Gulmannin
efjecmmi	kyökissä
dccbimeh	Tiihoska
ellaic	kertoi
mcmieejkhhcffl	sisäkköAnnille
ebcheh	kuinka
ehbjbhacmmh	kaupungissa
ccllhcffba	vieraillut
bfeifhchlh	ulkolainen
hlcac	neiti
lcflh	eilen
ahhmmcdhcmalh	tanssijaisten
hcehhh	aikana
ifc	oli
jcaeih	pitkän
hcehh	aikaa
ahhmmch	tanssin
fighffh	lomalla
eiclfffa	kävellyt
bclmafhllhi	hiestyneenä
lliih	erään
abhalghaaighh	tuntemattoman
blllhh	herran
mlblhmmh	seurassa
bfeihh	ulkona
dh	ja
ccfbmabhba	vilustunut
lcei	eikä
eiei	koko
cccgl	viime
fjhi	yönä
hbeebhba	nukkunut
ifflhehhh	ollenkaan
dihiih	Tänään
ifc	oli
jcaihfa	pitänyt
fiieilc	lääkäri
bhelh	hakea
jcmai	Mistä
al	te
hfa	nyt
di	jo
mlh	sen
aclkiaal	tiedätte
hich	näin
chlbhch	varhain
efmfc	kysyi
khhc	Anni
jcmaiej	Mistäkö
aclkih	tiedän
hfffi	Kyllä
gchi	minä
aclkih	tiedän
gchi	minä
eiacmlh	Hätisen
ghahgcbhh	matamihan
ml	se
fiieilcch	lääkäriin
glhhlmmiih	mennessään
ellaic	kertoi
hmchh	asian
hcchh	aivan
mhhhmah	sanasta
mhhhhh	sanaan
hcchebch	niinkuin
gchi	minä
dh	ja
fcmiiech	lisääkin
chhh	vaan
ehceech	kaikkia
lc	ei
micc	sovi
ellaih	kertoa
abiggicmcffl	tuommoisille
hbilcffl	nuorille
afajcffl	tytöille
ebch	kuin
khhc	Anni
ih	on
jbaah	Mutta
ghahgch	matamin
ehhmmh	kanssa
gl	me
iflggl	olemme
bfcia	hyvät
fmaicia	ystävät
kcch	Niin
iflaalech	olettekin
hdhaalfc	ajatteli
khhc	Anni
dh	ja
gihlh	monen
gbbh	muun
ghahgch	matamin
ehhmmh	kanssa
gfjm	myös
bc	Ei
bih	hän
ighmah	omasta
jbiflmahhh	puolestaan
hmchh	asiaa
mlh	sen
lhlgjii	enempää
bklffba	udellut
hlchmcbhh	arvasihan
bih	hän
fijbh	lopun
camlmaiih	itsestään
chceeh	vaikka
bih	hän
lc	ei
jhfdihehhh	paljoakaan
bmeihba	uskonut
eiacmeih	Hätiskän
bjjjajemci	höpötöksiä
eihlmaiech	Hänestäkin
ebh	kun
di	jo
ifccha	olivat
flccalfflla	levitelleet
eih	Hän
ehhaic	kaatoi
ehbcch	kahvia
dccbimehffl	Tiihoskalle
dh	ja
clc	vei
mcaal	sitte
ehbccehhhbh	kahvikannun
mhfcch	saliin
blllhmcilffl	herrasväelle
cclffi	Siellä
ifc	oli
chmah	vasta
libch	rouva
chfclcffh	valveilla
efcii	Hyvää
bbiglhah	huomenta
khhc	Anni
ihei	onko
dccbimeh	Tiihoska
di	jo
abffba	tullut
lh	On
libch	rouva
bih	hän
ih	on
efjecmmi	kyökissä
fclkiihej	Viedäänkö
blllhffl	herralle
di	jo
ehbcch	kahvia
bc	Ei
hhhlahhh	annetaan
bihlh	hänen
hbeebh	nukkua
bih	hän
cccjfc	viipyi
gfjbiih	myöhään
lcflh	eilen
ahhmmcdhcmcmmh	tanssijaisissa
lfcei	Oliko
mclffi	siellä
ml	se
bfeifhchlh	ulkolainen
hlcacech	neitikin
bmehfmc	uskalsi
khhc	Anni
efmfi	kysyä
lfc	Oli
gcai	mitä
mcaal	sitte
dccbimeh	Tiihoska
ellaic	kertoi
bihlh	hänen
hfa	nyt
iflchh	olevan
chhlhffcmlmac	vaarallisesti
mhclhhhh	sairaana
cl	Se
ifc	oli
hcch	niin
mhfhjllichlh	salaperäinen
abi	tuo
dccbimeh	Tiihoska
kcchej	Niinkö
khhc	Anni
mhh	saa
glhhi	mennä
di	jo
ehghlchhc	kamariani
mccmacgiih	siistimään
khhc	Anni
alec	teki
ebalh	kuten
eimelaacch	käskettiin
bibch	Rouva
glhc	meni
efjeecch	kyökkiin
dccbimehh	Tiihoskaa
jbbbaalflghhh	puhuttelemaan
gi	Jo
lhhlh	ennen
hhgchcmah	aamiaista
glhc	meni
bih	hän
mcaalh	sitten
eiclffffl	kävelylle
gbaah	mutta
eimec	käski
lhhlh	ennen
bfimglhihhh	ulosmenoaan
khhch	Annin
elcaaii	keittää
dh	ja
ahldiah	tarjota
dccbimehffl	Tiihoskalle
flccih	leivän
ehhmmh	kanssa
ehbcca	kahvit
fclfiej	Vieläkö
abih	tuon
eclfc	kieli
cicalcah	voiteita
ahlcchhll	tarvinnee
hdhaalfc	ajatteli
khhc	Anni
camlemllh	itsekseen
bibch	Rouva
lc	ei
ghfaahhba	malttanut
iffh	olla
jcmaifafgiaai	pistäytymättä
hhhjblcch	naapuriin
eih	Hän
jffmc	pyysi
hhhjblch	naapurin
libchh	rouvaa
hhgbeiclffffl	aamukävelylle
lcei	eikä
cichba	voinut
iffh	olla
hlclfbcahhh	arveluitaan
bihlffl	hänelle
ellaighaah	kertomatta
kcch	Niin
di	jo
iflh	olen
hdhalffbaech	ajatellutkin
hcch	niin
chjhhah	vapaata
ml	se
ih	on
iffba	ollut
eiei	koko
elmih	kesän
gieighech	mokomakin
fllaab	lerttu
kich	Näin
dbaabh	juttua
dhbblaacch	jauhettiin
mbiflhjiccih	Puolenpäivän
difellh	jälkeen
ifc	oli
di	jo
fbklmai	yhdestä
bjfblhlmai	höyhenestä
ehmchhba	kasvanut
eieihhchlh	kokonainen
ehhh	kana
kemlfcech	Akselikin
ifc	oli
di	jo
hcehcmllh	aikaiseen
mhhhba	saanut
kfchlfah	Alinelta
ecldlfhjbh	kirjelapun
dimah	josta
aclmc	tiesi
laalc	ettei
ccfbmabgchlh	vilustuminen
iffba	ollut
llcaaich	erittäin
chhlhffcmah	vaarallista
cclfi	vielä
hchhehhh	ainakaan
chhh	vaan
laai	että
kfchlh	Alinen
ghaeh	matka
ifc	oli
jhlcemc	pariksi
ccceiemc	viikoksi
ffeeiihafhfa	lykkääntynyt
jbaah	Mutta
hich	noin
hlfdih	neljän
aclhiimmh	tienoossa
hclglffl	niemelle
glhhlmmiih	mennessään
ahjhmc	tapasi
bih	hän
dcgih	Timon
dieh	joka
ifc	oli
iffba	ollut
efffch	kyllin
blleei	herkkä
heeidlh	akkojen
jbblcah	puheita
bmeighhh	uskomaan
dh	ja
ifc	oli
efffch	kyllin
lhheh	raaka
dh	ja
ljibclhi	epähieno
ellaihemllh	kertoakseen
kemlfcffl	Akselille
jcmalfflh	pistellen
ehceec	kaikki
ebbflghhmh	kuulemansa
dicmmh	joissa
lc	ei
aiklh	toden
aiaah	totta
kfchlh	Alinen
ghchlaah	mainetta
miimalaaf	säästetty
dclklaacch	Tiedettiin
mlech	sekin
laai	että
kfchl	Aline
dh	ja
kemlfc	Akseli
mflllhcjlhmhmaimmh	syreenipensastossa
ifccha	olivat
aicmchhh	toisiaan
mbbklffllaech	suudelleetkin
kcch	Niin
hcch	niin
jcaiiech	pitääkin
albki	tehdä
ccaalbih	Sittehän
chmah	vasta
ifla	olet
chlgh	varma
mhhfccmahmc	saaliistasi
lhbhh	Onhan
glfelch	melkein
jheei	pakko
mchbh	sinun
mhhkh	saada
lfc	eli
dim	jos
jhllggch	paremmin
mhhih	sanon
iaahh	ottaa
kfchl	Aline
jbbbh	puhua
liiafmalfc	räätysteli
dcgi	Timo
bccaaii	Riittää
kcch	Niin
cica	voit
hdhalffh	ajatella
hchihmahhh	ainoastaan
mchi	sinä
diffl	jolle
lc	ei
gceiih	mikään
abhhl	tunne
ifl	ole
jfbi	pyhä
gim	Jos
bmehffha	uskallat
cclfi	vielä
diahech	jotakin
ghchcah	mainita
lh	en
aclki	tiedä
gcai	mitä
allh	teen
dfaaj	Tyttö
ih	on
hcch	niin
cchaih	viaton
laai	että
jlfeei	pelkkä
hcglh	nimen
ghchcamlgchlhech	mainitseminenkin
mchbh	sinun
mlblhmmhmc	seurassasi
ih	on
di	jo
fibeehbm	loukkaus
bihai	häntä
chmahhh	vastaan
ibbflhjh	Luulenpa
glfelch	melkein
laai	että
ifla	olet
mffajh	syytön
chhh	vaan
ebh	kun
hdhaalflh	ajattelen
laai	että
mchiech	sinäkin
ifla	olet
cbgchlh	ihminen
dh	ja
gclm	mies
dh	ja
ebh	kun
gbcmahh	muistan
bihlh	hänen
gbiaihmh	muotonsa
gbbelbklh	muhkeuden
dh	ja
dibmahchh	joustavan
eifhachmi	käyntinsä
dh	ja
hihhh	Konna
fijlah	lopeta
di	jo
chhmahmc	Saastasi
ahlaabb	tarttuu
di	jo
bcej	Eikö
mbfch	sulia
ifl	ole
mfkihai	sydäntä
lcej	eikö
hlgih	armoa
miifci	sääliä
fijlah	lopeta
fijlah	lopeta
kcch	Niin
fijlah	lopeta
mchiech	sinäkin
di	jo
ibbflaei	Luuletko
gbcah	muita
jhllgjc	parempi
iflchmc	olevasi
lhbhh	Onhan
mbh	sun
hfa	nyt
bfci	hyvä
iffh	olla
iflabhh	olethan
chlgh	varma
lheehbklmmhmc	rakkaudessasi
kemlfc	Akseli
lc	ei
cichba	voinut
elmaii	kestää
dhehcmch	Takaisin
ehbjbhecch	kaupunkiin
eiihafc	kääntyi
bih	hän
dcgih	Timon
llcigiih	eriämään
mhc	sai
ebch	kuin
mhcech	saikin
dicmah	Toista
aclai	tietä
ebggchech	kumminkin
hdhabemcmmhhh	ajatuksissaan
ahehcmch	takaisin
hclglffl	niemelle
hmalfc	asteli
mclffi	siellä
bih	hän
lhhlhech	ennenkin
ifc	oli
bbiflhmh	huolensa
bhcbkbalffba	haihdutellut
jbaah	Mutta
ebgghffcmla	kummalliset
lhacmai	entistä
ibkiggha	oudommat
ifccha	olivat
hdhabemlhmh	ajatuksensa
eih	Hän
ifc	oli
albhfa	tehnyt
mehhkhhfch	skandaalin
gcalh	miten
jicmahh	poistaa
ml	se
jbaah	Mutta
lcbih	eihän
mcai	sitä
ebehhh	kukaan
bmeicmc	uskoisi
hhalbm	Kateus
mlbih	sehän
bmeii	uskoo
ehceelh	kaikkea
kcch	Niin
hcchbih	niinhän
jcaiiech	pitääkin
albki	tehdä
mcaalhbih	sittenhän
ifcmc	olisi
chlgh	varma
bc	Ei
jicm	pois
ml	se
hdhabm	ajatus
eihbih	Hänhän
lhehmac	rakasti
kfchlh	Alinea
lfceibhh	Olikohan
ml	se
jbbkhmah	puhdasta
lfc	Oli
hchhech	ainakin
iffba	ollut
ifcbhh	olihan
ml	se
cclfiech	vieläkin
jbaah	Mutta
kfchl	Aline
glhll	menee
jicm	pois
lbei	ehkä
cecjicccemc	ikipäiviksi
fhceehech	Vaikkakin
lc	ei
lc	ei
jbaah	Mutta
mcaalbih	sittehän
bih	hän
dbi	Tuo
hdhabm	ajatus
ehfcic	kalvoi
bihlh	hänen
eielghaihah	kokematonta
gclfaihmi	mieltänsä
bcej	Eikö
gbbalh	muuten
efmfc	kysyi
bih	hän
di	jo
camlfaiih	itseltään
fhheh	Vaaka
ehffcmalfcbl	kallistelihe
eih	Hän
ahbaic	tahtoi
bhfbmc	halusi
kfchlh	Alinen
ighemllh	omakseen
dh	ja
abi	tuo
chlgbbm	varmuus
jhchic	painoi
chhehh	vaakaa
hfhmjich	alaspäin
famlaclaigiaaiih	Itsetietämättään
ifc	oli
bih	hän
cmabbabhba	istuutunut
lliiffl	eräälle
jlhecffl	penkille
ccchi	Siinä
cmabc	istui
bih	hän
ehbchh	kauvan
ibcebfelcch	ohikulkevia
bbighhghaah	huomaamatta
chclhficmlemc	Sairaloiseksi
eifhfa	käynyt
gclflhmi	mielensä
fccalfc	liiteli
abhalghaaigcmmh	tuntemattomissa
ghhcfgicmmh	maailmoissa
ecbmhhchh	kiusaavan
ibkih	oudon
iihlh	äänen
ebcmehbemla	kuiskaukset
jhchiccha	painoivat
chmalh	vasten
ahbaihech	tahtoakin
chhehh	vaakaa
hfhmjich	alaspäin
fff	III
kich	Näin
ebfbc	kului
hich	noin
eifgl	kolme
ccceeih	viikkoa
kfchl	Aline
ifc	oli
di	jo
jhlhhabhba	parantunut
lhhlh	ennen
chhh	vaan
chlichcmbbklh	varovaisuuden
cbiemc	vuoksi
ifc	oli
fiieilc	lääkäri
jffaihfa	pyytänyt
diemcebemc	joksikuksi
hdhemc	ajaksi
ghaehh	matkan
ffeeifmai	lykkäystä
kfchl	Aline
efffi	kyllä
aclmc	tiesi
iflchhmh	olevansa
hcchh	aivan
allcl	terve
chhh	vaan
ebh	kun
aiachmiech	tätinsäkin
ifc	oli
fbai	yhtä
gclfai	mieltä
fiieilch	lääkärin
ehhmmh	kanssa
cccjfc	viipyi
bih	hän
ifflhehhh	ollenkaan
aclaigiaai	tietämättä
chfbllffcmcmah	valheellisista
bhfjhghcmcmah	halpamaisista
dbabcmah	jutuista
dicah	joita
bihlh	hänen
mlfeihmi	selkänsä
ahehhh	takana
ifc	oli
mljcalfaf	sepitelty
kemlfc	Akseli
ifc	oli
gfjmech	myöskin
lhbbicaabhba	rauhoittunut
eih	Hän
abaec	tutki
camlihmi	itseänsä
dh	ja
abfc	tuli
chebbalabemc	vakuutetuksi
laalc	ettei
bihlh	hänen
mbballmmhhh	suhteessaan
kfchllh	Alineen
ifc	oli
ahjhbabhba	tapahtunut
gcaiih	mitään
gbbaimah	muutosta
kfchlh	Alinen
jhlhhhbaabh	parannuttua
ifc	oli
bih	hän
eifhfa	käynyt
bihai	häntä
allclbacgimmi	tervehtimässä
bmehfahghaah	uskaltamatta
dh	ja
ahbaighaah	tahtomatta
ebggchehhh	kumminkaan
bihlffl	hänelle
gcaiih	mitään
ebfebjbblcmah	kulkupuheista
ellaih	kertoa
lfccha	Olivat
bl	he
mcaalggch	sittemmin
eifgcmch	kolmisin
kfchl	Aline
aiachmi	tätinsä
dh	ja
kemlfc	Akseli
eiclfflla	kävelleet
ehbhccgjchh	kauniimpina
jiccchi	päivinä
bfeihhech	ulkonakin
bliihi	Eräänä
cfahhh	iltana
ml	se
ifc	oli
cccglchlh	viimeinen
lhhlh	ennen
llih	eroa
bl	he
ahhm	taas
eiclfccia	kävelivät
eifgcmch	kolmisin
hclglffl	niemelle
effjfbbihllh	kylpyhuoneen
ibcaml	ohitse
cfemf	Syksy
alec	teki
bbaallhmac	uutterasti
abfihhh	tuloaan
ehffh	Halla
ifc	oli
eiccbdlh	koivujen
flbkla	lehdet
bhhflhahhba	haalentanut
dh	ja
abbflh	tuulen
flfbei	leyhkä
flhhiaalfc	lennätteli
hccai	niitä
fljjlimac	leppeästi
dh	ja
ebhc	kuni
miifclh	säälien
fhmec	laski
lfiaaigha	elottomat
flbkla	lehdet
lhacmalh	entisten
lfiaaigclh	elottomien
ebifchjlcaallemc	kuolinpeitteeksi
fclllljhceha	Vierrepaikat
aclh	tien
giflggch	molemmin
jbifch	puolin
ifccha	olivat
jhembmmh	paksussa
flbacjlcaallmmi	lehtipeitteessä
elmelffi	keskellä
ifc	oli
ciblggih	vähemmän
dh	ja
mcchi	siinä
ebfec	kulki
kfchl	Aline
aiachmi	tätinsä
dh	ja
kemlfch	Akselin
elmelmmi	keskessä
lihlaajgci	Äänettömiä
ifccha	olivat
ehceec	kaikki
ebhhlm	kunnes
aiac	täti
efmfc	kysyi
dbfllei	Tuleeko
ahfcc	talvi
di	jo
jchhech	piankin
kcch	Niin
abfllei	tuleeko
ahfcc	talvi
di	jo
jchhech	piankin
fbafc	yhtyi
kfchl	Aline
kemlfch	Akselin
hdhabemla	ajatukset
ecllalfccia	kiertelivät
gbcah	muita
ghcah	maita
mhcbhh	saihan
ebcalhech	kuitenkin
mhhiabemc	sanotuksi
ccai	Sitä
ih	on
chcelh	vaikea
mhhih	sanoa
emlch	Usein
glhll	menee
ehbchhech	kauvankin
lhhlhebch	ennenkuin
fbgc	lumi
fbi	luo
cccglcmlh	viimeisen
jlcaallhmi	peitteensä
dh	ja
mibdh	Pohja
fhcaahh	laittaa
fbdha	lujat
fbeeihmh	lukkonsa
ehfhhcaaicbch	kalaaittoihin
dh	ja
jbmllahh	pusertaa
cccglcmlhech	viimeisenkin
lfchcicghh	elinvoiman
lcbabchmah	riutuvasta
fbihhimah	luonnosta
emlch	Usein
ahhm	taas
ahfcc	talvi
abfll	tulee
hcchh	aivan
ikiaahghaah	odottamatta
ahleicahh	tarkoitan
elciiffi	keväällä
mcffich	silloin
elmii	kesää
ikialahhh	odotetaan
hlciiffi	Keväällä
clbih	Sehän
fclhll	lienee
mblbffcmah	surullista
bc	Ei
ifl	ole
ahfclh	talven
abfi	tulo
gclflcmai	mieleistä
gbbalhehhh	muutenkaan
chhh	vaan
ebh	kun
ikiaahghaih	odottamaton
ahehahfcc	takatalvi
lfjmaii	ryöstää
ehceec	kaikki
elciih	kevään
cfia	ilot
dh	ja
ehfflbkla	kalleudet
hcch	niin
ljiaiccicmlfah	epätoivoiselta
abhabb	tuntuu
lfigi	elämä
jbbalh	Muuten
ahfclhech	talveakin
ih	on
gihlhfhcmah	monenlaista
hbcheh	Kuinka
hcch	niin
kcch	Niin
gcalhei	mitenkä
hcch	niin
bc	Ei
kemlfc	Akseli
lhiih	enään
gcaiih	mitään
chmahhhba	vastannut
hdhaalfc	ajatteli
chch	vain
ighh	omaa
hhccmahghhhmh	aavistamaansa
ahfclh	talvea
fhhh	Vaan
kfchl	Aline
lc	ei
blffcaaihfa	hellittänyt
diklffhei	Todellako
hbcheh	Kuinka
mcffich	silloin
eifjc	käypi
elmaiiej	kestääkö
ahfclh	talvea
mcaalh	sitten
aicmllh	toiseen
ahfcllh	talveen
lcej	eikö
elmii	kesää
mcaalh	sitten
abflehhh	tulekaan
dbfll	Tulee
dimebm	joskus
bmlchech	useinkin
chhh	vaan
lc	ei
hcch	niin
cbhhhh	ihanaa
dhehahfcc	Takatalvi
lfjmaii	ryöstää
blgjlcggia	hempeimmät
elciih	kevään
ebeha	kukat
dh	ja
lbbmba	ruusut
ebiflcha	kuolevat
ebehaaigchh	kukattomina
fchabdlh	lintujen
fhbfb	laulu
ih	on
cfiaihah	ilotonta
fbgcmlchah	Ihmisrinta
chhh	vaan
aiccii	toivoo
ahfclh	talvea
eiclgjhh	kovempaa
hhehlhgjhh	ankarampaa
dieh	joka
ebiflaahcmc	kuolettaisi
bihlaech	hänetkin
ebh	kun
elllhh	kerran
ehceec	kaikki
efc	Hyi
cchi	Sinä
ifla	olet
ehaellh	katkera
kemlfc	Akseli
jlficaha	peloitat
ba	Et
mhh	saa
jbbbh	puhua
hich	noin
dhehahfcc	Takatalvi
fchabdlh	lintujen
fhbfb	laulu
ih	on
cfiaihah	ilotonta
dh	ja
kemlfc	Akseli
labih	ethän
hcch	niin
mhhihba	sanonut
chhich	Sanoin
ehceec	kaikki
ih	on
glhhfaai	mennyttä
mcffich	silloin
ebch	kuin
elcia	kevät
gbbaabb	muuttuu
ahfclemc	talveksi
ebh	kun
aicclla	toiveet
lccia	eivät
aialbkb	toteudu
diaci	Tätiä
lc	ei
eiclff	kävely
gclfffaaihfa	miellyttänyt
lhiih	enään
hiihhfaiih	Käännytään
mhhic	sanoi
bih	hän
gclaaccicmhi	miettiväisnä
el	He
eiihafccia	kääntyivät
diac	Täti
hmalfc	asteli
lklffi	edellä
kfchl	Aline
dh	ja
kemlfc	Akseli
elmebmalfflh	keskustellen
diflmmi	jälessä
cccm	Siis
cccgl	viime
elllhh	kerran
hilh	näen
mchbh	sinua
hfa	nyt
bc	Ei
ihbhh	onhan
hcehh	aikaa
bbiglhhh	huomenna
clblh	Seura
fiball	lähtee
chmah	vasta
elffi	kello
cicgglbhh	voimmehan
mcai	sitä
lhhlh	ennen
cclfi	vielä
ahchah	tavata
jcmmi	Missä
efmfc	kysyi
kemlfc	Akseli
ebcchmac	kuivasti
kemlfc	Akseli
ifi	älä
ifl	ole
hich	noin
ehaellh	katkera
dbflggl	Tulemme
aihhl	tänne
abihhl	tuonne
eilejhclgllh	Härköniemeen
mclffibih	siellähän
elmiffiech	kesälläkin
cmabcggl	istuimme
bfiggl	Elämme
gbcmaicmmhggl	muistoissamme
fhhh	Vaan
cclecmaiiemlggl	virkistääksemme
hccai	niitä
laai	että
hl	ne
mcai	sitä
mlfclgjchi	selvempinä
dh	ja
bmlhggch	useammin
lmcchafcmccia	esiintyisivät
mcaal	sitte
ebh	kun
ehceec	kaikki
ih	on
glhhfaai	mennyttä
bc	Ei
jhlhm	paras
ih	on
laalggl	ettemme
hccai	niitä
lhiih	enään
clllmai	verestä
chceeh	vaikka
lcbih	eihän
mff	syy
ifl	ole
mchbh	sinun
mbi	suo
hhallemc	anteeksi
lc	ei
lh	en
aclki	tiedä
icelhmahhh	oikeastaan
gchi	minä
fibklh	lähden
di	jo
hfa	nyt
jicm	pois
chhh	vaan
lc	ei
lc	ei
baalej	Ettekö
dibkb	joudu
di	jo
eccllbac	kiirehti
aiac	täti
ibklmmi	Yhdessä
eiclfccia	kävelivät
bl	he
mcaal	sitte
ehbjbhecch	kaupunkiin
jich	päin
glfelch	melkein
iihlac	ääneti
aiac	täti
chch	vain
eilaac	koetti
jcaii	pitää
jbblaah	puhetta
ccllcffi	vireillä
chhh	vaan
chmahbemla	vastaukset
ifccha	olivat
ffbfcci	lyhyviä
dimebm	joskus
hcchh	aivan
mhaabghaaigch	sattumattomia
kfchl	Aline
eiclfc	käveli
hdhabemcmmhhh	ajatuksissaan
dh	ja
kemlfc	Akseli
mcchi	siinä
mccbffh	sivulla
lc	ei
mhhhba	saanut
ehamlaahhh	katsettaan
jicm	pois
bihlmai	hänestä
eih	Hän
hiec	näki
chhh	vaan
bibahchh	hohtavan
chfelhh	valkean
ehbfhh	kaulan
diffl	jolle
jchlh	öinen
gbmah	musta
abeeh	tukka
ifc	oli
chmaheibahhh	vastakohtana
ebch	kuin
aibklajh	tähdetön
fj	yö
gbbhhhbemlh	Juhannuksen
hcehcmlffl	aikaiselle
jicciffl	päivälle
dh	ja
mialcflcia	säteilevät
mcfgia	silmät
dicmah	joista
blffcaac	hellitti
elmichlh	kesäinen
ebbgbbm	kuumuus
bihlh	hänen
mcfgcchmi	silmiinsä
dh	ja
mclfai	sieltä
mfemfcmllh	syksyiseen
mfkigllhmi	sydämeensä
jchi	Minä
abflh	tulen
